Time,power
2018-01-06 08:30:00-06,1.1555837104072395
2018-01-06 08:45:00-06,1.2478778280542986
2018-01-06 09:00:00-06,1.1995429864253393
2018-01-06 09:15:00-06,1.1629954751131222
2018-01-06 09:30:00-06,1.1912217194570136
2018-01-06 09:45:00-06,1.1480361990950223
2018-01-06 10:00:00-06,1.212158371040724
2018-01-06 10:15:00-06,1.1554524886877826
2018-01-06 10:30:00-06,1.212131221719457
2018-01-06 10:45:00-06,1.247316742081448
2018-01-06 11:00:00-06,1.2157330316742083
2018-01-06 11:15:00-06,1.1991357466063348
2018-01-06 11:30:00-06,1.111371040723982
2018-01-06 11:45:00-06,1.0753800904977375
2018-01-06 12:00:00-06,1.079868778280543
2018-01-06 12:15:00-06,1.0950678733031671
2018-01-06 12:30:00-06,1.035846153846154
2018-01-06 12:45:00-06,0.9820361990950228
2018-01-06 13:00:00-06,0.981891402714932
2018-01-06 13:15:00-06,1.043683257918552
2018-01-06 13:30:00-06,1.0141040723981902
2018-01-06 13:45:00-06,1.0606877828054295
2018-01-06 14:00:00-06,1.0860588235294115
2018-01-06 14:15:00-06,1.055343891402715
2018-01-06 14:30:00-06,1.058393665158371
2018-01-06 14:45:00-06,1.1060407239819006
2018-01-06 15:00:00-06,1.1023348416289591
2018-01-06 15:15:00-06,1.0129864253393666
2018-01-06 15:30:00-06,0.959574660633484
2018-01-06 15:45:00-06,0.9130950226244344
2018-01-06 16:00:00-06,0.9591764705882352
2018-01-06 16:15:00-06,0.9824932126696834
2018-01-06 16:30:00-06,1.0375158371040725
2018-01-06 16:45:00-06,1.154343891402715
2018-01-06 17:00:00-06,1.1677737556561083
2018-01-06 17:15:00-06,1.1609276018099548
2018-01-06 17:30:00-06,1.2062714932126697
2018-01-06 17:45:00-06,1.2467511312217194
2018-01-06 18:00:00-06,1.2004660633484163
2018-01-06 18:15:00-06,1.2050678733031672
2018-01-06 18:30:00-06,1.2608280542986428
2018-01-06 18:45:00-06,1.196049773755656
2018-01-06 19:00:00-06,1.1760407239819004
2018-01-06 19:15:00-06,1.1688959276018098
2018-01-06 19:30:00-06,1.1693076923076924
2018-01-06 19:45:00-06,1.2169049773755658
2018-01-06 20:00:00-06,1.1180452488687782
2018-01-06 20:15:00-06,1.0945701357466064
2018-01-06 20:30:00-06,1.1430904977375569
2018-01-06 20:45:00-06,1.0597556561085977
2018-01-06 21:00:00-06,1.029289592760181
2018-01-06 21:15:00-06,1.0946153846153843
2018-01-06 21:30:00-06,1.1071674208144795
2018-01-06 21:45:00-06,1.077393665158371
2018-01-06 22:00:00-06,1.058787330316742
2018-01-06 22:15:00-06,1.0132533936651584
2018-01-06 22:30:00-06,0.9778959276018101
2018-01-06 22:45:00-06,0.994873303167421
2018-01-06 23:00:00-06,0.9358642533936652
2018-01-06 23:15:00-06,0.8927013574660634
2018-01-06 23:30:00-06,0.8741538461538461
2018-01-06 23:45:00-06,0.8071402714932128
2018-01-07 00:00:00-06,0.8130678733031673
2018-01-07 00:15:00-06,0.7666199095022624
2018-01-07 00:30:00-06,0.7122171945701359
2018-01-07 00:45:00-06,0.6539140271493212
2018-01-07 01:00:00-06,0.6359095022624435
2018-01-07 01:15:00-06,0.6704027149321267
2018-01-07 01:30:00-06,0.6499683257918553
2018-01-07 01:45:00-06,0.6335384615384614
2018-01-07 02:00:00-06,0.6820180995475114
2018-01-07 02:15:00-06,0.6523710407239821
2018-01-07 02:30:00-06,0.628737556561086
